trump,video,female,pid,age,educ
60,2,0,5,56,12
69,0,1,4,24,7
40,2,1,1,36,11
17,4,1,0,68,8
0,4,1,0,55,9
0,4,1,1,33,8
60,1,1,5,26,15
0,4,0,0,45,9
15,0,1,3,37,9
40,2,0,4,60,15
100,1,0,3,18,7
85,2,1,5,64,9
26,3,1,2,25,9
0,3,1,0,72,13
15,2,1,0,32,13
69,4,1,5,34,11
85,2,0,4,72,14
70,1,0,5,37,13
0,1,0,0,68,9
0,4,1,0,31,13
75,0,0,6,66,9
60,0,1,0,60,12
0,2,0,3,51,10
31,2,1,5,24,10
100,2,1,6,63,8
60,2,0,1,58,8
99,0,0,6,32,9
60,0,0,4,36,13
78,1,1,4,39,13
40,2,1,5,64,9
32,0,0,3,44,10
3,4,1,5,29,12
100,0,1,6,41,13
0,2,1,2,30,8
0,4,0,2,56,12
0,2,1,2,39,13
60,0,0,4,70,12
100,1,0,6,19,8
60,1,0,2,41,8
0,4,1,1,21,9
5,3,1,1,25,13
40,2,0,5,18,6
20,3,1,1,68,9
0,4,0,0,25,12
0,1,1,5,30,13
0,4,1,3,62,8
25,3,0,5,20,8
0,4,1,2,56,13
15,1,0,3,51,8
80,1,0,6,55,11
56,3,0,3,24,13
65,2,0,6,49,12
1,4,0,0,27,9
40,1,1,3,60,9
30,0,0,3,35,9
0,2,0,2,45,9
31,3,0,2,74,9
40,1,0,3,39,13
0,2,0,3,37,8
0,4,0,1,32,9
0,4,1,0,58,13
0,4,1,1,31,13
42,2,1,5,39,12
5,4,0,1,18,8
70,2,1,5,45,15
95,0,0,6,56,9
0,4,1,2,40,9
0,3,1,2,42,12
0,4,0,2,63,12
0,4,1,1,29,12
0,3,0,2,55,12
100,0,1,5,73,13
99,1,0,3,55,8
0,4,0,2,45,12
0,3,1,0,90,13
50,2,1,1,49,12
70,2,1,5,59,9
50,1,0,6,28,8
70,0,0,3,61,8
1,4,1,0,31,9
100,0,1,6,22,7
0,4,1,0,27,12
71,2,0,5,32,9
40,2,0,4,45,9
70,2,1,3,47,9
70,0,0,3,24,12
22,2,1,2,20,9
0,4,0,0,26,10
0,4,1,0,74,9
70,2,1,3,76,8
40,0,0,5,66,12
61,1,1,6,52,12
100,0,0,6,78,5
0,2,1,0,67,13
71,2,1,5,63,10
70,2,1,6,71,12
0,4,0,3,35,4
85,0,1,6,68,8
0,3,0,3,66,8
0,0,0,0,19,7
2,3,0,2,45,12
1,4,1,1,52,10
90,0,0,6,78,14
100,1,1,6,59,8
2,4,0,0,47,12
0,4,1,0,66,12
0,4,0,0,32,12
70,2,0,4,69,12
96,0,1,5,23,9
30,2,0,3,60,13
0,3,1,0,41,13
1,3,0,1,86,6
84,1,1,5,24,12
0,4,1,0,62,13
59,4,1,5,43,9
85,0,0,4,73,12
0,4,1,1,20,9
0,4,0,1,30,10
40,1,1,5,27,12
0,4,0,1,26,12
30,2,0,4,48,11
2,4,1,0,48,12
60,0,1,1,68,13
60,2,0,6,29,12
0,4,0,2,84,12
70,0,1,5,56,12
0,4,1,0,58,12
85,4,0,1,34,4
15,4,0,0,57,10
0,4,0,2,36,10
61,0,0,3,61,9
85,2,0,6,49,10
1,4,1,1,26,9
60,0,1,5,54,12
0,3,1,5,31,14
61,1,0,4,73,8
100,0,1,6,50,13
15,4,0,2,51,8
0,3,1,0,78,12
100,0,0,6,38,13
17,1,1,2,55,12
64,1,0,6,53,9
60,0,1,4,40,11
70,3,0,3,67,15
90,1,0,6,41,11
43,4,0,1,27,9
30,1,0,5,53,9
4,4,0,0,61,8
62,2,0,6,66,8
100,0,0,6,35,12
15,4,1,1,55,12
60,1,0,5,70,12
0,4,1,6,27,8
1,2,0,3,66,14
40,1,1,1,29,9
0,4,0,2,33,12
85,0,1,5,60,12
40,0,0,4,61,12
0,4,0,3,59,12
0,2,0,3,82,8
6,4,1,2,25,13
60,1,0,6,59,12
20,3,0,0,22,12
60,2,0,5,50,9
0,4,1,0,45,8
1,3,1,0,51,12
0,4,1,0,63,11
50,0,1,5,52,12
0,4,1,0,18,6
100,1,1,6,75,9
60,2,0,5,68,11
0,2,0,0,56,12
70,1,0,6,48,12
60,2,0,5,19,9
0,4,1,3,65,12
50,0,0,4,47,13
15,4,1,0,56,12
100,1,1,3,71,12
71,1,1,6,33,14
100,1,0,6,69,11
16,4,0,2,62,15
60,0,1,6,62,9
70,1,0,2,64,10
0,4,0,0,54,9
0,4,0,1,60,13
0,4,1,0,37,13
1,4,1,0,22,9
30,4,0,5,75,12
0,2,0,6,73,9
30,3,1,1,69,12
2,3,1,2,37,13
16,3,0,1,58,13
95,2,0,6,53,12
0,3,1,0,28,13
0,4,0,0,72,15
82,1,1,5,27,9
1,4,1,0,36,13
15,3,1,0,83,9
70,2,0,5,32,12
85,0,0,6,78,15
100,1,0,4,82,8
8,3,1,0,90,8
15,2,1,3,44,11
0,4,0,3,66,13
50,2,1,3,49,8
85,0,1,6,50,9
70,2,1,3,36,10
100,0,0,6,90,3
0,4,0,1,35,12
0,3,1,0,39,13
70,2,0,3,27,8
0,4,1,0,22,8
100,0,0,6,35,8
0,4,1,0,60,12
6,4,1,0,70,9
30,1,0,3,22,9
0,4,1,1,31,9
85,2,1,3,56,15
1,3,0,1,33,9
3,0,1,1,56,10
0,4,1,2,20,8
1,3,0,1,27,8
2,4,1,1,48,13
0,4,0,0,27,7
20,1,0,4,26,12
30,4,1,1,60,9
40,0,1,3,89,9
31,4,0,3,64,9
85,2,1,6,45,9
85,0,0,6,81,12
0,4,0,3,22,11
41,4,1,1,71,9
61,1,0,3,66,8
85,1,1,6,56,8
85,2,1,5,66,12
0,2,1,0,57,15
85,0,1,1,77,5
50,0,1,6,33,12
85,0,1,5,30,13
70,1,0,5,50,9
0,4,1,1,25,8
0,3,1,3,64,9
2,3,0,0,37,9
60,2,1,4,20,10
70,0,1,5,70,12
60,2,0,1,23,8
21,3,0,2,42,12
1,2,1,2,36,8
0,1,1,2,30,6
2,4,0,1,70,12
0,3,0,0,74,15
10,2,0,4,37,15
39,0,1,0,75,8
0,4,1,0,69,13
50,1,0,4,82,9
90,0,0,6,70,13
0,4,1,5,39,12
9,3,1,2,25,12
55,0,1,1,42,11
2,4,1,0,76,8
40,3,1,3,63,13
30,0,0,3,43,3
70,1,1,3,68,8
15,3,0,4,65,13
70,2,0,6,87,8
70,2,0,4,45,12
0,3,0,2,34,12
0,1,0,3,43,9
0,3,1,0,55,13
60,2,1,1,65,8
71,0,0,6,40,10
50,0,1,4,25,13
100,3,0,4,62,14
0,3,1,1,60,12
70,1,0,4,49,8
0,3,1,0,34,8
0,3,1,0,37,12
70,0,1,5,54,12
1,3,0,1,29,12
60,2,0,4,70,10
5,4,0,3,20,9
85,0,1,6,48,12
60,2,0,6,58,9
30,2,0,3,61,14
70,0,0,6,90,9
62,0,0,3,88,12
0,4,0,2,32,12
62,2,0,5,28,12
0,4,1,0,78,15
2,4,1,1,63,13
15,4,1,0,54,9
42,2,0,1,81,8
100,0,0,6,59,10
22,4,1,4,42,13
70,0,1,6,60,9
0,4,1,0,41,13
65,2,0,6,34,12
0,4,1,0,55,13
60,0,1,6,72,13
1,3,0,2,58,12
0,4,1,0,54,12
2,1,1,1,37,14
15,2,1,4,33,9
40,0,0,3,63,10
30,2,1,6,64,12
0,4,1,0,56,9
100,0,0,6,51,9
50,1,0,3,68,12
0,4,1,1,63,9
0,2,0,2,32,12
61,2,0,4,56,8
1,4,1,0,53,12
70,0,0,5,55,7
1,4,0,5,66,13
100,0,1,0,68,4
0,4,1,0,68,8
73,1,1,5,44,9
15,4,1,4,31,12
45,1,0,2,39,9
30,3,1,0,67,11
0,3,1,4,53,11
2,4,1,2,19,8
0,3,1,3,67,7
15,4,0,0,46,8
70,0,1,6,57,8
0,4,1,3,28,12
0,4,1,0,61,12
61,0,1,4,48,10
0,4,1,2,55,13
40,1,0,5,32,13
30,4,0,0,60,5
61,2,1,6,61,10
2,4,1,0,31,9
0,3,0,0,28,12
0,4,1,0,64,13
40,4,0,3,86,8
0,4,0,0,53,14
85,1,1,6,35,8
0,4,1,0,31,8
0,2,1,1,35,8
100,0,0,6,28,8
15,3,1,2,42,10
0,4,0,0,39,7
0,3,1,0,63,9
71,0,0,6,56,9
0,4,0,0,58,13
30,2,1,5,22,12
100,1,1,6,62,14
10,4,0,2,23,12
0,1,1,0,45,13
54,2,1,4,49,10
40,1,0,3,44,15
0,4,0,0,54,12
1,3,0,2,76,13
85,0,1,6,42,13
3,4,1,0,55,9
85,2,1,2,55,9
0,4,1,2,71,9
100,0,1,6,71,8
40,4,0,5,31,11
70,0,1,6,55,10
60,1,1,6,40,8
30,3,0,4,60,13
0,4,1,5,45,13
0,4,1,1,62,9
60,3,1,4,34,14
0,4,0,3,45,12
0,4,1,0,28,13
90,1,1,6,55,13
0,3,1,1,48,12
0,4,1,0,59,13
4,2,0,0,30,6
70,0,0,3,61,9
60,1,0,5,51,12
0,4,1,1,25,12
85,0,1,3,47,5
30,4,1,0,66,13
0,0,1,0,26,12
2,3,1,2,30,8
0,0,0,2,66,15
70,0,1,3,74,8
15,2,1,0,69,10
0,3,1,2,71,13
0,4,1,1,43,9
70,1,1,6,26,12
85,2,1,4,64,11
1,4,1,0,27,12
100,4,1,1,54,8
70,2,1,5,41,9
60,2,0,4,27,12
100,2,1,5,58,9
0,4,0,0,32,14
0,3,0,2,41,9
30,2,1,1,28,13
40,3,1,4,59,12
0,4,0,0,21,9
85,0,1,6,36,9
15,3,1,5,45,12
75,2,0,5,21,8
0,4,0,0,64,12
70,0,0,6,61,13
0,3,1,0,36,9
0,4,0,2,46,9
100,1,1,6,29,9
1,2,1,0,61,9
0,4,1,5,49,13
0,1,0,0,65,8
85,1,0,5,41,9
86,0,0,4,72,9
0,4,1,2,71,13
85,1,0,4,51,10
70,2,0,1,58,9
1,4,0,2,33,10
70,0,1,6,66,8
0,3,0,2,62,9
0,4,0,1,33,10
60,0,1,3,39,13
15,4,1,4,20,12
71,0,0,4,60,9
15,0,1,2,77,15
86,0,0,6,48,9
5,4,1,1,30,13
0,4,1,0,35,13
0,4,0,1,49,12
0,4,0,0,21,8
80,1,0,5,23,8
30,4,1,0,35,6
0,4,1,1,40,9
30,2,0,4,50,12
15,4,1,1,26,13
50,2,1,3,29,13
0,3,1,2,38,7
5,0,0,4,56,13
27,3,0,3,32,5
0,4,1,1,30,10
0,4,1,0,47,12
97,2,1,4,18,4
15,4,1,2,61,11
100,0,1,6,55,9
60,2,0,5,37,13
100,2,0,6,76,11
60,2,1,5,62,10
1,3,0,3,55,13
15,2,0,1,28,11
70,1,1,6,70,12
30,3,1,1,43,13
0,4,1,0,52,13
30,2,1,3,18,7
0,4,1,1,41,14
1,4,0,0,66,13
100,0,1,6,33,12
0,4,0,1,51,12
85,0,1,6,77,9
60,3,1,5,46,10
99,0,0,6,61,8
0,4,1,0,64,12
70,2,0,1,55,10
0,4,1,1,45,13
0,4,0,0,59,12
60,2,1,3,56,12
0,2,0,2,42,11
86,1,0,3,47,8
1,4,0,0,63,8
0,4,0,0,57,9
0,4,1,0,76,1
63,1,1,6,63,9
30,2,1,5,29,12
0,0,0,3,49,9
85,2,1,3,23,12
0,1,1,1,29,12
85,2,0,6,35,8
0,3,1,1,62,9
0,4,0,0,43,9
60,1,0,5,35,15
100,0,0,6,72,11
0,4,0,1,66,7
0,4,0,2,89,12
0,4,1,4,24,13
30,1,1,4,48,9
0,4,1,1,44,12
0,4,1,2,23,12
30,2,0,1,59,8
60,1,1,5,48,12
3,4,1,2,58,15
60,1,0,6,76,12
85,0,1,6,67,6
67,2,0,4,70,9
0,4,1,2,33,12
70,1,0,5,27,12
15,0,0,0,67,9
0,4,1,0,65,12
30,1,1,2,68,9
65,1,0,3,46,10
0,0,0,3,58,13
15,1,0,2,63,13
75,2,0,6,77,13
15,4,0,1,19,11
70,2,0,6,36,12
0,0,0,0,56,13
4,3,0,1,43,9
0,4,1,1,58,12
0,4,1,1,67,8
100,0,0,6,57,9
85,4,0,6,53,12
0,4,0,5,75,13
70,2,0,1,59,13
0,1,1,6,58,13
15,4,0,3,34,9
0,4,1,0,31,12
17,0,0,5,41,13
2,4,1,4,54,15
0,2,1,0,64,8
0,4,1,0,52,9
0,4,0,2,32,12
31,2,0,4,66,12
85,0,0,6,68,11
0,4,0,0,46,9
30,1,0,5,23,12
68,1,0,6,58,6
0,4,1,1,40,10
64,1,1,6,37,13
15,4,1,0,51,10
0,3,0,1,50,12
40,2,1,2,25,13
60,0,0,4,41,13
70,1,1,6,55,11
0,4,0,2,70,8
77,0,1,0,55,8
70,0,1,4,20,9
89,1,0,4,62,10
50,1,0,5,72,8
0,4,1,1,53,11
60,1,0,6,53,8
15,2,0,5,79,12
0,4,0,2,40,8
40,3,1,3,68,7
0,4,0,2,31,13
0,4,1,3,38,9
60,2,1,5,32,11
15,3,0,1,51,14
70,1,1,6,59,12
0,4,1,1,38,8
0,4,0,0,75,8
0,4,0,0,68,7
30,3,0,1,77,7
0,4,0,2,27,9
35,1,0,3,42,13
60,2,0,5,64,12
30,3,1,0,78,8
0,4,0,0,67,12
49,1,0,3,42,12
60,2,1,6,52,12
93,0,1,5,24,9
1,4,1,0,78,12
1,2,0,1,65,12
60,1,1,6,58,11
0,4,1,0,88,8
0,4,1,2,34,13
30,2,1,1,33,11
15,1,1,3,72,9
15,2,0,1,60,7
100,0,1,6,35,9
0,3,1,0,47,12
0,4,0,0,68,12
15,0,1,6,43,12
100,0,1,1,60,9
85,0,1,6,40,12
0,4,1,0,60,13
75,2,0,4,32,12
75,2,1,4,43,12
0,4,0,1,25,12
60,3,1,4,63,9
60,3,0,1,66,9
0,4,1,0,80,11
1,4,1,2,56,9
85,1,1,5,58,11
85,0,0,6,61,9
49,2,0,1,29,10
0,4,1,0,74,13
40,3,1,3,73,9
0,4,0,3,44,11
40,1,1,1,68,8
60,4,1,3,39,8
0,2,0,1,34,7
50,1,1,3,47,12
0,1,1,2,67,8
16,3,1,1,49,15
72,1,1,6,76,11
30,2,0,1,53,7
0,4,0,0,76,8
0,4,0,2,68,13
100,0,0,3,67,15
60,3,0,6,71,12
41,2,1,5,71,9
50,1,0,0,59,7
100,0,1,4,47,12
71,1,1,5,76,13
85,0,1,1,51,11
85,0,0,6,63,10
0,4,0,0,20,8
0,0,0,1,31,10
86,2,1,6,39,12
0,2,1,1,52,10
0,1,1,3,57,13
70,2,1,6,79,12
0,4,1,1,58,11
99,0,1,6,80,9
3,2,1,4,70,13
1,1,0,1,62,8
70,0,1,4,77,8
70,1,0,5,32,12
60,1,1,5,63,12
60,1,1,4,82,14
0,4,0,0,49,7
100,2,0,0,48,12
30,4,1,4,64,9
0,4,1,0,45,12
0,3,1,0,60,12
50,2,0,5,47,8
0,4,1,1,26,9
42,3,0,5,51,13
0,3,0,2,37,13
0,2,1,5,66,8
60,4,1,3,46,8
50,2,1,1,32,9
15,1,1,1,52,10
30,0,1,3,39,9
61,0,0,3,59,8
3,3,0,3,69,8
70,0,0,6,69,9
70,1,0,1,69,9
30,4,0,1,19,9
100,0,0,6,49,12
15,4,1,2,56,14
0,4,0,2,75,2
0,4,1,0,32,8
85,0,1,6,61,14
0,3,1,0,68,13
0,4,0,0,43,10
86,1,1,3,46,8
20,3,1,1,26,11
100,0,0,3,47,9
70,1,0,5,40,10
60,4,1,6,37,13
0,1,0,0,58,6
54,2,1,5,59,12
60,1,0,2,44,8
0,3,1,2,54,12
30,1,0,3,65,8
15,3,0,1,39,8
15,3,1,6,43,13
0,2,1,0,20,8
0,4,0,0,26,12
0,4,1,0,59,8
0,4,0,0,24,10
85,0,1,5,30,9
85,0,1,1,58,11
85,0,1,5,78,9
0,3,1,3,47,12
9,4,0,5,55,8
0,4,1,2,41,13
2,1,1,1,39,8
0,4,0,6,59,9
85,2,0,5,48,12
0,0,0,3,53,8
0,4,1,3,41,6
0,2,0,5,48,12
70,2,0,6,80,8
40,2,0,2,53,9
0,4,0,0,30,9
20,2,0,2,60,15
70,2,0,4,72,13
0,0,1,3,29,9
70,0,1,5,68,10
70,2,0,4,31,11
0,4,1,0,32,10
55,0,0,3,35,11
0,4,1,5,43,12
70,1,1,6,31,9
45,1,0,2,54,12
70,2,1,6,22,8
0,4,0,0,65,12
0,4,0,0,28,12
16,1,0,1,50,8
15,4,1,6,21,9
60,2,1,6,63,9
49,3,1,6,66,8
0,3,0,1,42,8
0,4,0,0,19,8
15,2,1,3,59,12
0,2,0,2,34,12
0,4,0,2,23,12
70,2,0,6,49,9
0,3,0,0,65,14
0,4,1,0,33,13
60,2,1,3,59,9
0,2,1,3,44,13
15,2,0,0,65,12
100,0,1,6,56,8
0,0,0,3,45,8
50,1,1,6,67,15
2,4,1,0,58,12
0,4,0,3,66,9
0,4,1,0,37,3
98,1,0,6,27,10
16,3,1,2,30,9
0,3,0,0,78,15
0,1,0,0,26,12
2,4,1,4,40,13
0,4,0,2,63,9
60,0,1,6,67,10
40,1,1,3,38,13
5,0,0,3,59,12
60,1,1,3,86,6
86,0,1,6,45,10
0,0,0,0,63,9
100,1,1,6,66,11
63,1,1,4,41,12
0,3,0,5,48,12
70,0,0,0,65,10
85,1,1,1,73,11
0,4,0,3,55,5
0,0,1,5,26,9
100,0,1,1,47,11
83,2,0,5,69,12
0,4,1,0,41,11
0,1,0,6,54,12
70,0,0,6,52,8
67,0,1,4,56,13
0,4,0,0,70,13
70,0,1,6,34,11
100,1,0,6,73,12
2,4,0,0,60,12
70,2,1,6,58,8
0,3,0,3,23,8
85,0,1,5,31,9
60,1,0,4,44,12
85,2,0,1,20,8
70,0,0,4,61,9
0,4,1,6,62,9
0,3,1,1,35,8
60,2,1,4,60,14
70,3,0,6,58,8
0,0,1,1,37,9
0,4,1,5,40,12
15,2,0,0,43,13
60,2,1,1,61,9
30,2,1,1,56,13
1,3,1,1,31,12
15,3,0,1,18,9
40,4,1,5,36,12
0,4,0,2,26,9
0,3,1,2,59,12
0,4,0,0,59,8
0,4,0,0,20,9
70,3,1,3,90,12
61,2,1,6,46,15
0,1,1,1,58,8
86,0,1,6,73,9
45,2,1,4,39,12
0,2,1,1,22,12
85,0,0,4,40,10
15,3,0,0,67,8
0,4,0,1,23,8
60,2,0,3,27,8
8,4,1,0,55,13
60,1,0,6,51,12
2,4,1,0,68,8
1,4,1,0,36,11
0,1,1,3,38,11
0,3,1,0,65,9
41,1,1,5,90,8
0,4,0,6,24,12
0,4,1,0,66,12
0,4,1,0,45,13
60,0,1,5,77,8
70,4,0,5,50,12
94,0,0,6,72,11
15,2,1,3,28,6
0,4,1,2,49,10
100,0,0,6,70,8
2,2,1,0,33,9
0,2,1,2,24,12
0,4,1,2,49,9
60,0,1,3,26,9
0,3,0,2,37,12
40,2,0,1,50,8
100,1,1,6,90,13
0,1,1,1,26,13
15,3,0,0,71,8
0,4,1,0,37,13
50,3,0,3,27,8
60,1,1,6,54,9
0,4,0,1,58,10
50,0,1,3,40,12
70,1,1,3,43,11
100,0,1,6,72,9
60,3,1,3,42,13
17,1,0,3,45,10
85,0,0,6,68,12
50,2,1,3,20,9
70,1,1,1,48,9
60,0,1,4,40,9
60,0,0,4,64,11
0,3,1,0,47,7
0,3,1,1,66,13
71,0,0,6,60,12
87,0,1,4,28,10
30,2,1,3,30,12
85,0,0,6,56,9
0,3,1,4,43,14
30,1,0,1,66,8
0,4,1,0,79,9
2,3,1,2,80,9
0,4,0,0,81,15
50,4,1,3,64,4
0,4,0,0,59,6
30,2,1,1,25,12
0,4,0,3,42,9
0,2,0,5,53,10
0,4,0,0,67,11
0,4,0,5,67,9
0,3,1,0,70,13
40,4,1,0,20,9
0,4,1,1,26,9
85,2,0,6,60,12
40,4,0,0,43,8
40,0,0,2,32,11
5,3,0,3,26,12
70,1,0,6,61,12
85,1,0,6,46,12
15,2,1,2,40,10
0,0,1,0,63,9
12,0,1,0,35,10
50,2,1,3,19,5
0,4,0,0,47,9
0,4,0,0,51,13
3,3,1,6,25,12
1,4,1,0,46,14
15,3,0,2,19,9
74,1,1,5,27,9
60,0,0,5,63,12
0,3,0,1,29,12
40,3,0,2,31,11
0,2,0,3,60,9
85,1,0,5,34,8
85,0,0,6,80,8
0,1,1,2,22,9
85,1,1,6,75,12
0,0,0,0,52,9
0,4,0,0,22,8
60,0,1,4,39,14
40,1,1,5,45,9
0,3,1,2,58,13
40,2,1,6,57,11
0,4,1,2,35,15
69,0,0,1,44,13
61,2,1,4,49,13
50,2,0,0,63,12
30,1,0,1,46,12
85,0,0,4,57,9
3,4,1,0,26,9
15,2,1,3,70,12
74,3,1,4,33,10
2,2,0,1,24,12
60,0,0,4,81,13
60,2,1,1,21,14
15,3,0,2,33,8
85,1,0,3,41,9
0,4,1,0,47,10
0,4,0,0,73,15
15,4,0,0,28,13
100,0,0,6,73,3
15,2,0,1,29,15
73,1,0,5,29,12
0,3,1,0,72,12
85,1,0,4,74,12
75,0,1,6,22,11
0,0,0,1,58,13
60,3,0,6,47,12
40,2,1,1,56,9
0,0,1,6,31,12
40,0,1,1,24,8
0,4,1,0,69,13
2,3,1,4,57,11
70,0,0,5,72,13
85,0,0,6,29,11
0,1,1,3,77,8
0,4,1,0,39,13
0,4,1,3,59,11
0,4,1,0,72,9
0,4,1,0,35,5
85,1,0,4,64,8
2,4,1,0,60,10
70,0,1,6,24,9
0,4,1,1,35,12
0,4,1,0,32,12
0,4,0,0,34,13
1,2,0,2,65,9
60,3,1,4,35,12
87,2,0,6,41,8
0,4,0,0,57,9
0,2,1,0,37,4
30,0,0,3,46,12
0,2,1,1,60,13
70,2,0,4,51,9
85,2,1,4,61,9
30,1,0,2,65,9
60,1,0,5,66,12
60,1,0,4,51,9
85,0,0,3,50,8
0,2,1,5,40,13
30,4,1,5,70,12
85,0,1,4,73,9
0,4,0,0,55,9
51,0,1,4,32,9
100,0,0,6,55,9
86,1,0,5,24,9
72,1,0,4,69,9
94,1,1,3,45,11
15,4,1,0,53,15
3,4,0,5,55,12
40,2,1,4,58,9
90,0,0,3,32,8
0,3,0,3,74,8
100,0,0,4,70,9
2,3,1,0,54,12
0,4,1,3,46,8
60,1,1,5,54,12
0,4,1,0,47,8
0,4,1,2,57,11
60,1,1,6,51,13
60,1,1,5,79,3
90,1,0,6,47,12
17,4,1,3,22,9
0,4,1,1,32,12
0,4,1,1,37,11
1,4,0,0,38,12
1,4,1,3,42,4
1,3,1,0,32,11
0,4,0,0,53,9
4,2,1,0,43,9
60,1,0,4,67,9
90,0,0,5,19,8
10,3,1,0,28,13
0,3,0,1,43,12
100,4,0,3,28,11
1,4,0,0,46,7
70,1,0,4,31,13
3,4,1,1,21,11
0,4,1,2,59,13
100,0,1,5,49,11
15,4,0,0,47,9
15,2,0,1,37,9
2,1,1,3,40,8
1,3,0,0,45,9
76,1,1,6,85,8
40,3,1,2,32,9
42,1,1,4,51,13
30,3,1,4,33,11
0,4,0,0,32,9
0,4,0,0,68,9
0,4,0,2,43,12
0,4,0,2,31,13
100,0,1,5,80,9
0,2,1,3,27,8
68,1,0,2,44,11
70,2,0,0,32,9
70,0,0,6,39,10
85,0,0,6,56,7
85,0,1,4,23,9
85,1,1,6,59,8
85,1,1,2,25,8
0,4,0,0,54,8
30,1,1,3,40,9
100,0,1,4,70,9
69,1,1,4,59,9
70,1,0,4,78,13
0,4,1,1,30,14
50,2,0,1,64,10
71,1,0,1,58,10
15,2,1,3,52,13
100,2,0,6,61,8
0,4,1,2,51,9
30,4,1,1,22,9
60,1,1,3,70,12
90,0,0,4,27,8
0,3,0,2,64,12
0,4,1,3,21,8
2,4,1,0,59,9
70,0,0,3,72,8
52,2,0,5,37,11
15,4,0,0,41,8
0,4,1,2,24,11
40,2,1,4,54,8
100,0,0,5,77,12
61,0,0,6,67,12
60,4,0,3,18,8
15,3,1,1,54,13
0,4,0,0,39,8
65,2,0,4,20,9
0,4,0,0,41,8
0,1,1,1,59,12
15,3,0,1,58,5
84,0,1,4,60,8
81,2,1,4,48,8
90,2,1,6,33,12
40,4,0,3,64,8
0,3,1,0,56,8
50,3,1,0,46,12
85,1,1,4,67,9
0,1,1,2,33,9
70,0,0,4,22,8
86,0,1,5,30,12
2,4,0,1,68,8
0,4,1,0,41,14
95,1,1,6,75,10
60,0,1,2,39,12
0,3,0,0,39,13
85,0,1,6,64,13
0,4,1,0,36,10
0,4,1,0,67,13
60,2,0,5,61,12
30,0,1,5,54,10
40,1,0,6,69,12
97,0,0,4,53,9
2,2,0,2,21,8
100,0,0,6,75,8
2,4,1,0,59,12
0,4,1,5,68,7
0,3,1,0,35,15
70,0,0,3,47,8
0,4,0,0,24,5
95,0,1,6,71,8
100,1,0,6,72,11
0,2,0,3,31,8
86,0,0,6,49,9
0,3,0,5,69,12
0,4,1,1,39,11
100,0,1,6,59,13
0,1,0,0,52,12
0,2,1,1,61,12
0,4,1,2,74,13
100,0,1,6,67,12
0,4,1,1,22,11
0,3,1,3,69,9
0,4,1,0,53,9
30,3,0,2,20,9
60,0,0,5,74,12
70,0,1,5,29,8
1,4,1,0,47,13
0,3,0,5,72,12
0,3,1,0,34,13
95,0,0,6,44,8
0,4,1,1,37,12
15,1,1,1,49,13
85,2,0,6,48,12
60,2,0,5,67,9
87,1,0,6,55,9
40,0,0,4,35,4
15,2,1,4,28,10
1,4,1,0,61,8
0,3,0,0,43,9
40,1,0,3,44,8
60,0,1,6,23,7
57,2,0,5,58,9
0,2,1,3,48,12
0,4,1,0,59,10
100,0,1,6,65,9
14,3,0,0,82,12
85,0,1,3,46,11
70,0,1,6,36,12
0,4,1,1,38,13
12,3,0,5,32,12
70,0,0,4,54,8
86,1,0,6,34,9
0,4,1,6,42,12
84,1,1,0,52,8
5,3,0,1,21,9
3,2,1,0,37,12
86,0,0,1,27,8
0,4,1,0,39,11
